test_size,,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.7
name,,KNN-1,KNN-3,SVM-poly3,SVM-rbf,KNN-1,KNN-3,SVM-poly3,SVM-rbf,KNN-1,KNN-3,SVM-poly3,SVM-rbf
BA,mean,0.4958938329984173,0.5020550812836679,0.48316955026076513,0.49732056935493585,0.5046815829007896,0.4962696212707665,0.5036523033890775,0.4937930835529432,0.5044001780278601,0.513904162638104,0.4987730883288223,0.5113365908988264
BA,std,0.02528613853203657,0.03021944914526442,0.03925537782850059,0.0755634487743604,0.020934899762844485,0.030067955628331186,0.040454715485651306,0.0723492480358051,0.02497016186451418,0.030523326942724475,0.035339047803844295,0.10253112448837234
TN,mean,4927.5,4972.9,4624.8,4118.4,7901.4,7814.2,8174.3,7728.7,11085.2,10923.8,11534.6,10400.2
TN,std,167.59690397564697,234.5465838591559,470.109396252026,1256.8559715947301,253.76288144643996,339.67134442313824,958.8845429282229,1830.8463161427103,691.2154833656756,742.1868288301059,785.1617243175664,4722.8088817284715
FP,mean,4833.7,4788.3,5136.4,5642.8,8366.5,8453.7,8093.6,8539.2,11686.9,11848.3,11237.5,12371.9
FP,std,161.42975768632814,229.34643857903873,468.1662098016045,1254.2488500205125,256.590140106747,344.2231349962793,964.0410549118515,1837.5855414707155,688.0270424271935,739.4349268942542,785.4014189501372,4726.578077449078
FN,mean,90.4,88.9,89.5,74.5,140.6,144.1,146.6,144.3,199.3,188.4,212.0,181.6
FN,std,9.240009620004615,9.734817238483046,12.420860589257806,32.6402954779654,15.042162965034867,22.08292452451793,25.07854328571206,45.85011813870639,21.307536486208615,22.750824160895796,22.769375143917422,58.84480530268675
TP,mean,86.4,87.9,87.3,102.3,154.5,151.0,148.5,150.8,217.6,228.5,204.9,235.3
TP,std,14.127986409959487,16.33299319373723,15.369883972669845,38.57474706477168,14.508618128546921,19.85503014911392,17.646214576755234,42.645307153568744,20.78567883049395,22.88740556142905,26.38370709358334,53.611876793611074
